expression,reading,meaning,tags,guid
閉鎖,へいさ,폐쇄,JLPT_1 JLPT,m*Y:Rj#(nz
兵士,へいし,군인,JLPT_1 JLPT,B3%=Tm.br`
平常,へいじょう,"정상적인, 보통의",JLPT_1 JLPT,i$h--6kH#|
平方,へいほう,제곱,JLPT_1 JLPT,pZOmk8w#A@
並列,へいれつ,병렬,JLPT_1 JLPT,QDMVtj-X)]
ベース,ベース,"베이스, 더블 베이스",JLPT_1 JLPT,m~Et>&CToA
辟易,へきえき,"질림, 기가 꺾임",JLPT_1 JLPT,wo~f0ok]vp
ぺこぺこ,ぺこぺこ,쫄쫄,JLPT_1 JLPT,F.Cz<ZL1y8
ベスト,ベスト,조끼,JLPT_1 JLPT,kVQ_O=hpyu
ベストセラー,ベストセラー,베스트셀러,JLPT_1 JLPT,"k[DIJ,exg`"
隔たる,へだたる,동떨어지다,JLPT_1 JLPT,b4BPS$[Q>/
縁,へり,"다음 단어를 만듦; 연고, 관계",JLPT_1 JLPT,g}BbfTHa#|
へりくだる,へりくだる,자신을 낮추고 듣는 사람을 칭찬하다,JLPT_1 JLPT,fb3Sk}Zmt.
弁解,べんかい,변명,JLPT_1 JLPT,Eu*5BbIK^d
変革,へんかく,변혁,JLPT_1 JLPT,JH(PT>%qS{
返還,へんかん,반환,JLPT_1 JLPT,F`|5A?wBp8
便宜,べんぎ,편의,JLPT_1 JLPT,uw9O+5v>m#
偏見,へんけん,편견,JLPT_1 JLPT,H5~Io~/)~0
弁護,べんご,변호,JLPT_1 JLPT,rHoP07l#m/
返済,へんさい,변제,JLPT_1 JLPT,G.5i-maV%u
弁償,べんしょう,변상,JLPT_1 JLPT,H^-g_F:FjG
変遷,へんせん,변천,JLPT_1 JLPT,qt*X5m;y07
返答,へんとう,"답, 대답",JLPT_1 JLPT,A+kZ]*6U1q
変動,へんどう,변동,JLPT_1 JLPT,"giBey3?e,4"
弁論,べんろん,변론,JLPT_1 JLPT,A=n2+Ps#LJ
穂,ほ,이삭,JLPT_1 JLPT,c0##(*ojkQ
保育,ほいく,보육,JLPT_1 JLPT,i3iCkIhG8y
ボイコット,ボイコット,보이콧,JLPT_1 JLPT,mR[e%~Ga7o
ポイント,ポイント,요점,JLPT_1 JLPT,J#f7z)[.2}
法案,ほうあん,법안,JLPT_1 JLPT,G67]H`pE*(
防衛,ぼうえい,방위,JLPT_1 JLPT,D~[_4zhU{o
防火,ぼうか,방화,JLPT_1 JLPT,nk53s<H-ud
崩壊,ほうかい,붕괴,JLPT_1 JLPT,"jGI8,H>%=u"
妨害,ぼうがい,방해,JLPT_1 JLPT,k0?pSKRG!b
法学,ほうがく,법학,JLPT_1 JLPT,Mp|Wasr2Aa
封建,ほうけん,봉건,JLPT_1 JLPT,I3}@<tlawU
豊作,ほうさく,풍작,JLPT_1 JLPT,DcQa/!NBRf
方策,ほうさく,방책,JLPT_1 JLPT,jAYb5%jhb
奉仕,ほうし,봉사,JLPT_1 JLPT,jl!5Ew9{A&
方式,ほうしき,방식,JLPT_1 JLPT,JK5hiz`$ai
放射,ほうしゃ,방사,JLPT_1 JLPT,s&NZ<R!wMX
放射能,ほうしゃのう,방사능,JLPT_1 JLPT,gGVwqx%~R]
報酬,ほうしゅう,보수,JLPT_1 JLPT,f3~#Hf{b;R
放出,ほうしゅつ,방출,JLPT_1 JLPT,sh*BL^`)[I
報じる,ほうじる,보도하다,JLPT_1 JLPT,JFEJ]`)bZ8
報ずる,ほうずる,"알리다, 보고하다",JLPT_1 JLPT,"KRvk3^-|,F"
紡績,ぼうせき,방적,JLPT_1 JLPT,c(WbBZ;AX4
呆然,ぼうぜん,망연자실함,JLPT_1 JLPT,"D,29%Cq6kO"
放置,ほうち,방치,JLPT_1 JLPT,v(CYy#&;?A
膨張,ぼうちょう,팽창,JLPT_1 JLPT,yrEhMT2lD[
法廷,ほうてい,법정,JLPT_1 JLPT,DT=sfW*:r&
報道,ほうどう,보도,JLPT_1 JLPT,c6C5#ID_tl
冒頭,ぼうとう,"벽두, 서두",JLPT_1 JLPT,j#7sz+T+0t
暴動,ぼうどう,폭동,JLPT_1 JLPT,z>Vj=5Gt8G
褒美,ほうび,상,JLPT_1 JLPT,p$ZOw#.2V@
暴風,ぼうふう,폭풍,JLPT_1 JLPT,G7m5?HCHEG
葬る,ほうむる,매장하다,JLPT_1 JLPT,o:m}t1oj2f
放り込む,ほうりこむ,집어넣다,JLPT_1 JLPT,eWW}rHT.ef
放り出す,ほうりだす,"나가떨어지다, 나자빠지다",JLPT_1 JLPT,x@6@j{vH4g
暴力,ぼうりょく,폭력,JLPT_1 JLPT,"bBwqHP,dIr"
飽和,ほうわ,포화,JLPT_1 JLPT,e-F){8|6>q
ホース,ホース,호스,JLPT_1 JLPT,mR5}X@MWM{
ポーズ,ポーズ,포즈,JLPT_1 JLPT,o2eqJ-PY$U
ホール,ホール,홀,JLPT_1 JLPT,g=V#H+1mJd
保温,ほおん,보온,JLPT_1 JLPT,caxU`1c?H}
捕獲,ほかく,포획,JLPT_1 JLPT,b>64#LmJ&_
保管,ほかん,보관,JLPT_1 JLPT,dQ*M>yKiW}
補給,ほきゅう,보급,JLPT_1 JLPT,Dc(.H5{&b@
補強,ほきょう,보강,JLPT_1 JLPT,J3$|<dn.re
募金,ぼきん,모금,JLPT_1 JLPT,h)Vl=R>l^q
牧師,ぼくし,목사,JLPT_1 JLPT,pz`YHSooKr
捕鯨,ほげい,고래잡이,JLPT_1 JLPT,x$O*osSX;x
惚ける,ぼける,노망나다,JLPT_1 JLPT,q*FJd;okG=
保険,ほけん,보험,JLPT_1 JLPT,Bet5?24idk
母校,ぼこう,모교,JLPT_1 JLPT,qX^1y@?`G[
母国,ぼこく,자국,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,bSW6]:G@H?
誇る,ほこる,자랑하다,JLPT_1 JLPT,M-#?~#CKEe
綻びる,ほころびる,터지다,JLPT_1 JLPT,IzpFoG;o+q
干し～,ほし～,말린 ~,JLPT_1 JLPT,is?TC|:$uN
ポジション,ポジション,포지션,JLPT_1 JLPT,PnsJ9Y`/xy
干し物,ほしもの,말린 것; 빨래,JLPT_1 JLPT,fiEpVY&=zT
保守,ほしゅ,보수,JLPT_1 JLPT,HeA:gQu%kE
補充,ほじゅう,보충,JLPT_1 JLPT,ovQ+M7ILU)
補助,ほじょ,보조,JLPT_1 JLPT,m?5D3_JP+}
舗装,ほそう,포장,JLPT_1 JLPT,glr.;x9$x0
補足,ほそく,부족분을 채움,JLPT_1 JLPT,inE4~;vRlL
墓地,ぼち,묘지,JLPT_1 JLPT,nNMpx>zT&}
発作,ほっさ,발작,JLPT_1 JLPT,J-l0g]=x_p
没収,ぼっしゅう,몰수,JLPT_1 JLPT,FTZs|u+c%T
発足,ほっそく,"발족, 출범",JLPT_1 JLPT,zOAVt?|e(1
ポット,ポット,보온병,JLPT_1 JLPT,eLxlfyvQa!
ほっぺた,ほっぺた,뺨,JLPT_1 JLPT,Jt@~gSztWD
ぼつぼつ,ぼつぼつ,"슬슬, 조금씩; 여기저기",JLPT_1 JLPT,jz~OVH6f~Q
没落,ぼつらく,몰락,JLPT_1 JLPT,qo9QqJE?e^
解ける,ほどける,풀리다,JLPT_1 JLPT,DA{v}3+Lp$
施す,ほどこす,베풀다; 시행하다,JLPT_1 JLPT,gYMa.e[yq>
ほとり,ほとり,가,JLPT_1 JLPT,h5B>a}=Y4~
ぼやく,ぼやく,"투덜거리다, 불평하다",JLPT_1 JLPT,DOH?PxBsC~
ぼやける,ぼやける,흐릿하다,JLPT_1 JLPT,"rB,1PHpB=G"
保養,ほよう,보양,JLPT_1 JLPT,Q#{ir6[3o?
捕虜,ほりょ,포로,JLPT_1 JLPT,qxd6jwjQC6
ボルト,ボルト,볼트,JLPT_1 JLPT,FZLDQ~YD+C
滅びる,ほろびる,망하다,JLPT_1 JLPT,"O_YU5EzmO,"
滅ぼす,ほろぼす,파멸시키다,JLPT_1 JLPT,eOA1)SbQq#
本格,ほんかく,"본격, 정식",JLPT_1 JLPT,DzD$oDSZg.
本館,ほんかん,본관,JLPT_1 JLPT,rO)PGxv/$V
本気,ほんき,제정신,JLPT_1 JLPT,m?pL_oxeK4
本国,ほんごく,자국,JLPT_1 JLPT,HviGkp(Y>O
本質,ほんしつ,본질,JLPT_1 JLPT,HQcPpLF4DH
本体,ほんたい,몸체,JLPT_1 JLPT,"f]jl3TlH~,"
本音,ほんね,"실속, 진의",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,Li:D?QHH;~
本能,ほんのう,본능,JLPT_1 JLPT,LYsP`F`>Yc
本場,ほんば,"고장, 본고장",JLPT_1 JLPT,L1wT%E>`J`
ポンプ,ポンプ,펌프,JLPT_1 JLPT,iq>r8*xxvq
本文,ほんぶん,본문,JLPT_1 JLPT,OPcHo]s_IF
本名,ほんみょう,본명,JLPT_1 JLPT,tgSVI-BSzp
マーク,マーク,"표, 마크",JLPT_1 JLPT,xSmh(Hx|6s
マイ～,マイ～,"마이~, 자기 자신의 ~",JLPT_1 JLPT,M3C.y[*%DG
マイクロフォン,マイクロフォン,마이크,JLPT_1 JLPT,"O(^,e1PC5c"
埋蔵,まいぞう,매장,JLPT_1 JLPT,x=IBNay?qY
舞う,まう,춤추다,JLPT_1 JLPT,E~)$*yPg`;
真上,まうえ,"바로 위, 머리 위",JLPT_1 JLPT,d)IsOG^B=)
前売,まえうり,"예매, 선매",JLPT_1 JLPT,bq0PjYAHh(
前置き,まえおき,소개말,JLPT_1 JLPT,w66ywP/&&4
任す,まかす,"맡기다, 남기다",JLPT_1 JLPT,p:ILhp([Gw
負かす,まかす,패배시키다,JLPT_1 JLPT,qi|Hx;t;6u
賄う,まかなう,꾸리다,JLPT_1 JLPT,z7=~3@j0#5
紛らわしい,まぎらわしい,헷갈리기 쉽다; 혼동하기 쉽다,JLPT_1 JLPT,"h,2f1PppwU"
紛れる,まぎれる,헛갈리다,JLPT_1 JLPT,d#WX3KXSxZ
真心,まごころ,"성심, 성의",JLPT_1 JLPT,D6e()w&]x>
まごつく,まごつく,"허둥허둥하다, 당황스럽다, 갈팡질팡하다",JLPT_1 JLPT,f/~oJkW$x!
誠,まこと,진실,JLPT_1 JLPT,t$vv<u=?i:
誠に,まことに,"실로, 진실로",JLPT_1 JLPT Genki_Ln.20 Genki,P/8R*Tv!+F
まさしく,まさしく,아닌 게 아니라,JLPT_1 JLPT,zuz5Xe$DuA
勝る,まさる,낫다,JLPT_1 JLPT,t<|1#xSX&T
～増し,～まし,"~증가, ~할증",JLPT_1 JLPT,z5+QCF_t-U
交える,まじえる,섞다; 주고받다; 맞대다,JLPT_1 JLPT,B~3MEZXI+!
真下,ました,"바로 아래, 바로 아래",JLPT_1 JLPT,Iz;A7a]fD~
まして,まして,"더구나, 하물며",JLPT_1 JLPT,PY/0T[blt;
交わる,まじわる,교차하다; 교제하다,JLPT_1 JLPT,mS|?u$Z<><
麻酔,ますい,마취,JLPT_1 JLPT,"mw>M%F[]D,"
またがる (うまを～),またがる (うまを～),걸터앉다,JLPT_1 JLPT,uN3HnTL61M
待ち合わせ,まちあわせ,약속 장소에서 만남,JLPT_1 JLPT,IyY!Ll1/sj
待ち遠しい,まちどおしい,오늘내일하다,JLPT_1 JLPT,w+0{4=a9>3
待ち望む,まちのぞむ,손꼽아 기다리다,JLPT_1 JLPT,CwJO9mIIMV
まちまち,まちまち,제각각,JLPT_1 JLPT,Ddw`;bcVVc
末期,まっき,말기,JLPT_1 JLPT,GQt+3/1&iv
真っ二つ,まっぷたつ,"두 동강, 정확히 둘로",JLPT_1 JLPT,rhE|8rVnO$
まと,まと,"목표, 대상",JLPT_1 JLPT,Q*)wm/p9we
纏まり,まとまり,합,JLPT_1 JLPT,"z55#c:D.,?"
纏め,まとめ,합,JLPT_1 JLPT,oa&iF{vs})
免れる,まぬがれる,면하다. 피하다,JLPT_1 JLPT,s%K15EwNfz
招き,まねき,초대; 초빙,JLPT_1 JLPT,yU~T`=>LDi
瞬き,まばたき,눈 깜빡임; 반짝임,JLPT_1 JLPT,P9XKDg!![C
麻痺,まひ,마비,JLPT_1 JLPT,"E,_FTp$2/<"
～まみれ,～まみれ,~투성이,JLPT_1 JLPT,"sqX,LlH3-A"
眉,まゆ,눈썹,JLPT_1 JLPT,s]w/H=It~C
鞠,まり,공,JLPT_1 JLPT,L0Js7PDQey
丸ごと,まるごと,"통-, 통째",JLPT_1 JLPT,oAOL{@?a=y
まるっきり,まるっきり,"온통, 통째로, 전혀, 완전히(뒤에는 부정어가 온다)",JLPT_1 JLPT,roz]qfa`JS
丸々,まるまる,완전히,JLPT_1 JLPT,eV$3aB(/)x
丸める,まるめる,휘감다,JLPT_1 JLPT,Nd=%r[H=>c
満月,まんげつ,"둥근달, 만월",JLPT_1 JLPT,dZR3ROGpT$
満場,まんじょう,"만장, 장내 전체",JLPT_1 JLPT,ffiOG%*5K_
真ん前,まんまえ,"바로 앞, 정면",JLPT_1 JLPT,B[GBnZiI4Z
真ん丸い,まんまるい,"동그랗다, 똥그랗다",JLPT_1 JLPT,F)+$.BY>]K
真ん円い,まんまるい,완벽하게 둥근,JLPT_1 JLPT,l73GW43&1I
～味,～み,어간의 하나; 맛,JLPT_1 JLPT,JZMc!Ve6^U
見合い,みあい,중매,JLPT_1 JLPT,dP:cnU(>Lf
見合わせる,みあわせる,서로 마주보다; 보류하다,JLPT_1 JLPT,o0gE$9N?58
見落とす,みおとす,"간과하다, 알아차리지 못하다",JLPT_1 JLPT,pxrQq~WN~>
未開,みかい,미개,JLPT_1 JLPT,A5z6h|*?{|
味覚,みかく,미각,JLPT_1 JLPT,lw?sswB?B?
幹,みき,나무줄기,JLPT_1 JLPT,l4N|@LrpFp
見苦しい,みぐるしい,험하다,JLPT_1 JLPT,"zoS)q7/,pA"
見込み,みこみ,"희망, 기대치",JLPT_1 JLPT,AJ2+ju9lav
未婚,みこん,미혼,JLPT_1 JLPT,y~*KiMDApr
未熟,みじゅく,미숙,JLPT_1 JLPT,Mm``I-uL4c
微塵,みじん,미진,JLPT_1 JLPT,xr|L`N8dB@
水気,みずけ,"물기, 수분",JLPT_1 JLPT,"AAG,tXSTs&"
ミスプリント,ミスプリント,"오식, 인쇄 오류",JLPT_1 JLPT,MN~t-y(9f/
みすぼらしい,みすぼらしい,초라하다,JLPT_1 JLPT,zZ?|#(.Ue2
ミセス,ミセス,부인,JLPT_1 JLPT,FN(%bDaCYE
見せびらかす,みせびらかす,"과시하다, 자랑하다",JLPT_1 JLPT,vp0up+%&~4
見せ物,みせもの,구경거리,JLPT_1 JLPT,Cc24XA|;u.
溝,みぞ,홈,JLPT_1 JLPT,"k,R(3N{_j9"
満たす,みたす,충족시키다,JLPT_1 JLPT,B44j~=|$C}
乱す,みだす,어지럽히다,JLPT_1 JLPT,C%T3isV/48
乱れる,みだれる,"헝클어지다, 헝클리다",JLPT_1 JLPT,KLJg{.X@t^
未知,みち,미지,JLPT_1 JLPT,LJ513rxoTO
身近,みぢか,"가까이 있는, 친숙한",JLPT_1 JLPT,bkRa/9L=lh
導く,みちびく,이끌다. 인도하다,JLPT_1 JLPT,"A,UwJ4E[I_"
密集,みっしゅう,밀집,JLPT_1 JLPT,iiclZ|l}Fq
密接,みっせつ,밀접,JLPT_1 JLPT,o{R4~BmT^x
密度,みつど,밀도,JLPT_1 JLPT,t`MF+}P~d:
見積もり,みつもり,견적,JLPT_1 JLPT,KD?@iY>SQH
未定,みてい,미정,JLPT_1 JLPT,Q}7[YRL|?=
見通し,みとおし,전망,JLPT_1 JLPT,hHCL?CdIG]
見なす,みなす,보다,JLPT_1 JLPT,E8w4wKW7Y]
源,みなもと,"발원, 발원지",JLPT_1 JLPT,zO=gu0Zqs*
見習う,みならう,"본보다, 배우다",JLPT_1 JLPT,p&yDgKca2!
身なり,みなり,"꼴, 복장",JLPT_1 JLPT,s|<m`9tUtv
峰,みね,봉우리,JLPT_1 JLPT,wx-mVJq6fi
身の上,みのうえ,신상,JLPT_1 JLPT,j-p$+}.^ac
見逃す,みのがす,간과하다,JLPT_1 JLPT,IsG@e1nb*B
身の回り,みのまわり,"신변, 주변; 개인 소지품",JLPT_1 JLPT,"[(&,B0kXN"
見計らう,みはからう,적당한 때를 헤아리다,JLPT_1 JLPT,"z8AN&Zq,!-"
見晴らし,みはらし,"전망, 조망",JLPT_1 JLPT,h3a00LHX8h
身振り,みぶり,몸짓,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,Lm.Fj=%/7a
脈,みゃく,맥박,JLPT_1 JLPT,C|`|>zxQM+
ミュージック,ミュージック,음악,JLPT_1 JLPT,t9mG6QGvsw
未練,みれん,미련,JLPT_1 JLPT,B=cwZ~017_
見渡す,みわたす,"건너보다, 건너다보다",JLPT_1 JLPT,x&]mO6(]ee
民宿,みんしゅく,민박,JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese,yy/1y<3;Yk
民族,みんぞく,민족,JLPT_1 JLPT,p>p/|sT6Jg
民俗,みんぞく,민속,JLPT_1 JLPT,M(tc2N/}z{
無意味,むいみ,무의미,JLPT_1 JLPT,B9C6%m[4lF
ムード,ムード,"무드, 분위기",JLPT_1 JLPT,JZzdb{.Zc^
無口,むくち,과묵,JLPT_1 JLPT,z:Ts^0TQ4#
婿,むこ,사위,JLPT_1 JLPT,bX1GlIQN8L
無効,むこう,무효,JLPT_1 JLPT,EqE:ixA-k+
無言,むごん,무언,JLPT_1 JLPT,fZ{o?TF{7B
無邪気,むじゃき,천진,JLPT_1 JLPT,L)xB!4E<k?
むしる,むしる,"뽑다, 뜯다, 찢다",JLPT_1 JLPT,.d8S>K-=k
結び,むすび,결,JLPT_1 JLPT,d{_<>*~x%J
結び付き,むすびつき,"연결, 관계",JLPT_1 JLPT,"O3KGVopE,2"
結び付く,むすびつく,결부되다,JLPT_1 JLPT,EMFAQ1Kh)m
結び付ける,むすびつける,"결합하다, 연결하다, 묶다, 매듭으로 묶다",JLPT_1 JLPT,fRB2/x*X`A
無線,むせん,무선,JLPT_1 JLPT,y?)Jdm`O>c
無駄遣い,むだづかい,낭비,JLPT_1 JLPT Genki_Ln.22 Genki,"O?A,`d=isH"
無断,むだん,무단,JLPT_1 JLPT,I$Ua7qpQZH
無知,むち,무지,JLPT_1 JLPT,g+^m*mx.<r
無茶,むちゃ,"터무니없는, 불합리한",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,AEYrHxjg#f
無茶苦茶,むちゃくちゃ,구김새,JLPT_1 JLPT,KCqc4.UxPr
空しい,むなしい,허망하다,JLPT_1 JLPT,P|:1(IV_+~
無念,むねん,원통,JLPT_1 JLPT,b;piP^Vw+j
無能,むのう,무능,JLPT_1 JLPT,izu(:0$`9@
無闇に,むやみに,물색없이,JLPT_1 JLPT,N)&c#LP7Bq
無用,むよう,무용,JLPT_1 JLPT,"Oc`U#P0i,-"
斑,むら,얼룩; 고르지 않음,JLPT_1 JLPT,ejP4z=)m?O
群がる,むらがる,몰려들다,JLPT_1 JLPT,vyc%)s7Efv
無論,むろん,물론,JLPT_1 JLPT,I(9V_xrT80
名産,めいさん,"명산품, 특산물",JLPT_1 JLPT,KN>?5r|..h
名称,めいしょう,이름,JLPT_1 JLPT,P!9gSFK*GV
命中,めいちゅう,적중,JLPT_1 JLPT,Qq0/BP{lJ:
明白,めいはく,명백한,JLPT_1 JLPT,g|K4[<><hX
名簿,めいぼ,명단,JLPT_1 JLPT,xkhYhi]K-$
名誉,めいよ,이름,JLPT_1 JLPT,PiLIi1%_ER
明瞭,めいりょう,명료함,JLPT_1 JLPT,"s[dks,f=+A"
明朗,めいろう,명랑,JLPT_1 JLPT,Kzdx<dR.%]
メーカー,メーカー,제조업자,JLPT_1 JLPT,r)Eust:VuL
目方,めかた,무게,JLPT_1 JLPT,"unS}*nsB,_"
恵み,めぐみ,은혜,JLPT_1 JLPT,gdikXkV`X<
恵む,めぐむ,베풀다,JLPT_1 JLPT,u_D+Zdxyy/
目覚しい,めざましい,눈부시다,JLPT_1 JLPT,"z8UKuy,l`d"
目覚める,めざめる,"깨다, 깨어나다",JLPT_1 JLPT,~I1tdEiJ_
召す,めす,부르다; 잡수시다; 입다(존경어),JLPT_1 JLPT,K%!n2|&<A0
雌,めす,암놈,JLPT_1 JLPT,EW)C>Dc!w6
目付き,めつき,눈매,JLPT_1 JLPT,MWZLbZ@^R+
滅亡,めつぼう,멸망,JLPT_1 JLPT,"v,{^w}Wj5u"
メディア,メディア,미디어,JLPT_1 JLPT,A?+IR*&l/Z
目途,めど,"목표, 전망",JLPT_1 JLPT,iewKY)jVg]
目盛,めもり,눈,JLPT_1 JLPT,"q0F+,vU3vc"
メロディー,メロディー,멜로디,JLPT_1 JLPT,coHp=(F!o=
面会,めんかい,면회,JLPT_1 JLPT,QB;1.39?j>
免除,めんじょ,면제,JLPT_1 JLPT,ro}g@BYFqK
面する,めんする,"면하다, 임하다",JLPT_1 JLPT,oK/f+%co{~
面目,めんぼく,"낯, 얼굴",JLPT_1 JLPT,xl=a%LW1Mr
面目,めんもく,체면,JLPT_1 JLPT,p4D(kkU&Ya
～網,～もう,망,JLPT_1 JLPT,"kks{,EwPh"
設ける,もうける,차리다,JLPT_1 JLPT,MQGAfGCn2s
申し入れる,もうしいれる,"제안하다, 시사하다",JLPT_1 JLPT,A!/~oWN34l
申込,もうしこみ,신청,JLPT_1 JLPT,iTX<OH$n{u
申出,もうしで,"신청, 제의",JLPT_1 JLPT,"v,YJy~@#5$"
申し出る,もうしでる,나서다,JLPT_1 JLPT,o$K|y3;=)!
申し分,もうしぶん,"불만, 결점",JLPT_1 JLPT,GNY9])J3>&
盲点,もうてん,맹점,JLPT_1 JLPT,m.:>Z[agNy
猛烈,もうれつ,극렬,JLPT_1 JLPT,yLUeQW5(ZA
モーテル,モーテル,모텔,JLPT_1 JLPT,mg2c}$GoZg
もがく,もがく,헤다,JLPT_1 JLPT,C7rE2*5O^8
目録,もくろく,목록,JLPT_1 JLPT,uL+agcp`WN
目論見,もくろみ,도모,JLPT_1 JLPT,c9iE`D<`%d
模型,もけい,모형,JLPT_1 JLPT,ed!.{WEf4?
模索,もさく,모색,JLPT_1 JLPT,"B4,c<+ikaa"
もしかして,もしかして,"혹, 혹여",JLPT_1 JLPT,w5+%$rMA:M
もしくは,もしくは,"(문어) 혹은, 또는, 그렇지 않으면",JLPT_1 JLPT,f24/]y_t7c
もたらす,もたらす,초래하다,JLPT_1 JLPT,k=cp%Lr}Pw
持ち切り,もちきり,화제 일색,JLPT_1 JLPT,Q~!SFE+j1*
目下,もっか,목하,JLPT_1 JLPT,J1]`GmmTSp
専ら,もっぱら,오직,JLPT_1 JLPT,tu&L<v;Fqv
もてなす,もてなす,"대접하다, 환대하다",JLPT_1 JLPT,K@A<3)}2cZ
もてる,もてる,"호감을 얻다, 인기가 있다",JLPT_1 JLPT,K^XraA[CV!
モニター,モニター,모니터,JLPT_1 JLPT,ztCrx#(s0[
物好き,ものずき,괴짜,JLPT_1 JLPT,Rb?3(vt:f>
物足りない,ものたりない,아쉽다,JLPT_1 JLPT,KI9JcrBw_2
もはや,もはや,벌써,JLPT_1 JLPT,fZ`+BeK9z~
模範,もはん,"모델, 모범",JLPT_1 JLPT,Mau9*C?C72
模倣,もほう,모방,JLPT_1 JLPT,yUL<]q3$8n
もめる,もめる,"분쟁이 생기다, 옥신각신하다",JLPT_1 JLPT,v(j?vVE;el
股,もも,"허벅지, 대퇴부",JLPT_1 JLPT,G_TQ_^K>(0
腿,もも,"허벅지, 대퇴골",JLPT_1 JLPT,Fl0F`YIkpg
催す,もよおす,베풀다,JLPT_1 JLPT,qKmEag$Qr@
漏らす,もらす,발설하다,JLPT_1 JLPT,k!U%{2y7j|
盛り上がる,もりあがる,부풀어 오르다; 고조되다,JLPT_1 JLPT,g[M=aCpEE[
漏る,もる,새다,JLPT_1 JLPT,ke69%r#AD.
漏れる,もれる,새다,JLPT_1 JLPT,f:|ir!hLeQ
脆い,もろい,"무르다, 여리다",JLPT_1 JLPT,m7?rDT~~db
もろに,もろに,"정면으로, 고스란히",JLPT_1 JLPT,K3fu7*E_vY
矢,や,화살,JLPT_1 JLPT,uA$qbca=&2
野外,やがい,야외,JLPT_1 JLPT,"gD=,$2gpm|"
～薬,～やく,약,JLPT_1 JLPT,O.[e|Y6E?j
夜具,やぐ,침구,JLPT_1 JLPT,EFUa$D)qGB
役職,やくしょく,"직책, 관리직, 공직",JLPT_1 JLPT,o1K=ON/OTS
役場,やくば,"관청, 읍·면사무소",JLPT_1 JLPT,g(k9.|^KSZ
やけに,やけに,"몹시, 유난히",JLPT_1 JLPT,tyF=qET&O!
屋敷,やしき,저택,JLPT_1 JLPT,kyE@%cV[?g
養う,やしなう,기르다,JLPT_1 JLPT,neyyq^bU/c
野心,やしん,야심,JLPT_1 JLPT,n<1rbhOoTc
安っぽい,やすっぽい,값싸다,JLPT_1 JLPT,q./Z7LJ%[7
休める,やすめる,묵히다,JLPT_1 JLPT,JqF3vGaVV
野生,やせい,야생,JLPT_1 JLPT,Fy^pVCXg]$
奴,やつ,작자,JLPT_1 JLPT,"zof3FA<N,u"
闇,やみ,음성,JLPT_1 JLPT,s|4s:5(PD;
病む,やむ,병들다,JLPT_1 JLPT,H5M2j-I:6B
ややこしい,ややこしい,"까다롭다, 까탈스럽다",JLPT_1 JLPT,ICemn<#!-X
やりとおす,やりとおす,끝까지 해내다,JLPT_1 JLPT,J/n?:UTJiF
やりとげる,やりとげる,일이나 임무 등을 끝까지 하다,JLPT_1 JLPT,pEIG3P~OVf
和らげる,やわらげる,"누그러뜨리다, 누그러트리다",JLPT_1 JLPT,kl6br!q.AY
ヤング,ヤング,젊은,JLPT_1 JLPT,"gk{d%L,)K+"
～油,～ゆ,-유,JLPT_1 JLPT,QcD#WpcqE6
優位,ゆうい,우위,JLPT_1 JLPT,kt30`|;>Vo
憂鬱,ゆううつ,우울,JLPT_1 JLPT,oT|*}x?p{D
有益,ゆうえき,유익,JLPT_1 JLPT,B/K9zqnWV+
優越,ゆうえつ,우월,JLPT_1 JLPT,J@3^J2[Dqz
勇敢,ゆうかん,용감; 용감한,JLPT_1 JLPT,ij|^m_ZF8l
夕暮れ,ゆうぐれ,"황혼, 초저녁",JLPT_1 JLPT,xn0Tp1JH0v
融資,ゆうし,융자금,JLPT_1 JLPT,G&m_H=N/D;
有する,ゆうする,"가지다, 갖다",JLPT_1 JLPT,vkF;K$-{=^
優勢,ゆうせい,우세,JLPT_1 JLPT,L0nx>W(-e+
優先,ゆうせん,우선,JLPT_1 JLPT,l)|YgL5_SN
誘導,ゆうどう,유도,JLPT_1 JLPT,uG_U[CknG5
融通,ゆうずう,융통,JLPT_1 JLPT,n>A>S2P-0$
優美,ゆうび,우미; 우미한,JLPT_1 JLPT,}Ap|`a2gY
有望,ゆうぼう,유망,JLPT_1 JLPT,oFsPf~4K.z
遊牧,ゆうぼく,유목,JLPT_1 JLPT,gJX#eMq!5y
夕焼け,ゆうやけ,"노을, 놀",JLPT_1 JLPT,H_x[IPS7*X
有力,ゆうりょく,유력,JLPT_1 JLPT,uhNbfXeT%o
幽霊,ゆうれい,유령,JLPT_1 JLPT,d6/M)isa9B
誘惑,ゆうわく,"꼬임, 꾐",JLPT_1 JLPT,hy!Cy1YJLH
故,ゆえ,"-라, -라서",JLPT_1 JLPT,h8UChh;E+0
歪む,ゆがむ,삐뚤어지다,JLPT_1 JLPT,O/sWb*b+n=
揺さぶる,ゆさぶる,흔들다,JLPT_1 JLPT,o>L:}zi#N(
濯ぐ,ゆすぐ,가시다,JLPT_1 JLPT,z.SPsly;Tq
