expression,reading,meaning,tags,guid
～月,～つき,달,JLPT JLPT_N4,fmd>SOFFek
折る,おる,꺾다,JLPT JLPT_N4,yVVu7>5}8_
～会,～かい,모임,JLPT JLPT_N4,q`5&BgJq(Y
うかがう,うかがう,"(겸양어) 여쭙다, 방문하다, 듣다; 엿보다, 살피다, (기회를) 노리다",JLPT JLPT_N4,i(<6VU5W9O
聞こえる,きこえる,들리다,JLPT JLPT_N4,quf~I<>p>
僕,ぼく,나,Genki Genki_Ln.5 JLPT JLPT_N4,sZrMWgN[D[
必ず,かならず,필시,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,t=>{J>bIy^
壊す,こわす,무너트리다,JLPT JLPT_N4,d^9}5OH`;*
怒る,おこる,화내다,Genki Genki_Ln.19 JLPT JLPT_N4,Ib^RmCfT#f
床屋,とこや,이발사,Genki Genki_Ln.10 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,t^jDr`iefA
オートバイ,オートバイ,오토바이,JLPT JLPT_N4,Pt[L]fX^FJ
運動,うんどうする,"생체 운동; 운동, 움직임",JLPT JLPT_N4,#NAME?
止む,やむ,멎다,JLPT JLPT_N4,i[hf?*~a)V
もし,もし,만약,JLPT JLPT_N4,oLI2n{GVOs
表,おもて,겉,JLPT JLPT_N4,qP[jTS0$-o
大学生,だいがくせい,대학생,Genki Genki_Ln.1 Genki_Ln.8 JLPT JLPT_N4,cCEA>;7p%n
運転手,うんてんしゅ,운전사,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,c=1Zd>L>/{
予習,よしゅう,예습,Genki Genki_Ln.22 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,A$348:bL<R
心配,しんぱいする,걱정,JLPT JLPT_N4,reB^;ntMm;
別,べつ,-별,JLPT JLPT_N4,pvVM*k}K*D
非常に,ひじょうに,무척,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,Ih.~ep.W8C
お宅,おたく,댁,Genki Genki_Ln.13 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,"G:h,g@5k[b"
柔らかい,やわらかい,"말랑말랑하다, 말랑하다",JLPT JLPT_N4,Mb;<89jf/c
拾う,ひろう,집다,Genki Genki_Ln.22 JLPT JLPT_N4,A7mxJIkuGg
～ございます,～ございます,"~입니다, ~있습니다(공손한 표현)",JLPT JLPT_N4,kMO?quX[B$
気,き,"풀, 기",JLPT JLPT_N4,N`FU2bb#2c
比べる,くらべる,비교하다,JLPT JLPT_N4,OXHWkwV:?8
ほとんど,ほとんど,거의,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,nQ>_aG@b-U
つもり,つもり,"양, 요량",JLPT JLPT_N4,fOH84**JB]
郊外,こうがい,교외,JLPT JLPT_N4,m[#TphS~Yp
だめ,だめ,"안 됨, 소용없음",JLPT JLPT_N4,F`}=@;2gGr
売り場,うりば,판매소,JLPT JLPT_N4,g8Zs2)0MYs
正月,しょうがつ,정초,JLPT JLPT_N4,z?cV&4IRT$
規則,きそく,법칙,JLPT JLPT_N4,"fX,<9qoCbI"
うん,うん,응,Genki Genki_Ln.8 JLPT JLPT_N4,AU=4aGU<;g
発音,はつおん,발음,JLPT JLPT_N4,ij2OK3T1KH
焼く,やく,굽다,Genki Genki_Ln.21 JLPT JLPT_N4,ze5y7QDk;*
屋上,おくじょう,옥상,JLPT JLPT_N4,dNyWHH2le2
失礼,しつれい,실례,JLPT JLPT_N4,i}rJ2aUEQY
ごみ,ごみ,쓰레기,Genki Genki_Ln.16 JLPT JLPT_N4,l0zGWz;u*B
アフリカ,アフリカ,아프리카,JLPT JLPT_N4,s(eSC66i0(
点,てん,점,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,xl]z9.M3ii
一生懸命,いっしょうけんめい,목숨을 걸고 일함. 열심임,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,x}#WG:x<B%
今度,こんど,"다음, 다음번",Genki Genki_Ln.9 JLPT JLPT_N4,"c3M,%sgpuH"
機会,きかい,기회,JLPT JLPT_N4,QN(r}6a#1P
建てる,たてる,올리다,JLPT JLPT_N4,p>?r}3Zl{s
複雑,ふくざつ,착잡,JLPT JLPT_N4,CH}=lqHM1.
彼,かれ,그이,Genki Genki_Ln.12 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,t}ZPEKulM{
いらっしゃる,いらっしゃる,계시다,Genki Genki_Ln.19 JLPT JLPT_N4,q4xt(yor`^
布団,ふとん,이불,JLPT JLPT_N4,o9cl6;pq_D
大事,だいじ,"큰일, 거사",JLPT JLPT_N4,K-;(kx?ed|
贈り物,おくりもの,선물,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,ea]7XukKd^
泥棒,どろぼう,도둑,Genki Genki_Ln.21 JLPT JLPT_N4,q/[sonb>SP
～製,～せい,-제,JLPT JLPT_N4,I|]_Gf;YLD
注意,ちゅうい,주의,JLPT JLPT_N4,tSqn:MggQx
台風,たいふう,태풍,Genki Genki_Ln.16 JLPT JLPT_N4,uFiu<};|%T
日,ひ,"해, 날",Genki Genki_Ln.16 JLPT JLPT_N4,Ap$ELNr5>B
～軒,～けん,집,JLPT JLPT_N4,"KbFf,NH{5y"
そう,そう,그래,JLPT JLPT_N4,wr0#d-auwR
通る,とおる,통하다,JLPT JLPT_N4,z?tZP}u#Ea
過ぎる,すぎる,넘어가다,JLPT JLPT_N4,O_}jg<!z1-
レポート; リポート,レポート; リポート,보고서,JLPT JLPT_N4,xai}>:G-4a
葉,は,잎,JLPT JLPT_N4,xQbxW<V1k4
必要,ひつよう,필요,JLPT JLPT_N4,ty_M]/QA_N
課長,かちょう,과장,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,Q;5M-:Rtr;
地震,じしん,지진,Genki Genki_Ln.15 JLPT JLPT_N4,DGTtnnC4Nd
すると,すると,"그러자, 그러면, 그렇다면",JLPT JLPT_N4,Fz>2(<Q3D%
止める,やめる,"걷다, 걷어치우다",JLPT JLPT_N4,w08D;C[*x`
ガラス,ガラス,"유리, 창유리",JLPT JLPT_N4,Wl!XdU*F<
～学部,～がくぶ,대학,JLPT JLPT_N4,qq2at6CGnZ
厳しい,きびしい,엄격하다,Genki Genki_Ln.13 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,pjG^I!L.;w
エスカレーター,エスカレーター,에스컬레이터,JLPT JLPT_N4,y6e9BNnN(6
人口,じんこう,인구,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,h:04.`><%U
月,つき,달,Genki Genki_Ln.20 JLPT JLPT_N4,g.!8Tz-L0l
絹,きぬ,"견, 명주",JLPT JLPT_N4,tNV0})jEsh
ちっとも,ちっとも,전혀(부정과 함께),JLPT JLPT_N4,p(lsw|$R1V
深い,ふかい,"깊다, 깊숙하다",JLPT JLPT_N4,N%G$/Va72i
壊れる,こわれる,부서지다,JLPT JLPT_N4,PH#eB=.[|i
揺れる,ゆれる,흔들거리다,JLPT JLPT_N4,CJT@S-rGcq
落る,おちる,"없어지다; 떨어지다, 낙하하다; 떨어지다, 저하되다",JLPT JLPT_N4,QEWE{hX5.8
できるだけ,できるだけ,될 수 있는 대로,JLPT JLPT_N4,z|27hHgqS.
悲しい,かなしい,"비감스럽다, 슬프다",Genki Genki_Ln.13 JLPT JLPT_N4,P[6ROxur[z
中学校,ちゅうがっこう,중학교,JLPT JLPT_N4,o@F6a}&sDT
ガス,ガス,가스,JLPT JLPT_N4,J0vS6#XFQP
祈る,いのる,기도하다,JLPT JLPT_N4,gOVf)x5I|I
盛ん,さかん,한창,JLPT JLPT_N4,iN0&Vv}z1G
アルバイト,アルバイト,알바,Genki Genki_Ln.4 JLPT JLPT_N4,uhbB_H_zmK
起こす,おこす,깨우다,Genki Genki_Ln.16 JLPT JLPT_N4,e)?&!q93%0
致す,いたす,-드리다,Genki Genki_Ln.20 JLPT JLPT_N4,s{uMBFr}QR
噛む,かむ,"물다, 씹다",JLPT JLPT_N4,E0N_YXN>-x
赤ちゃん,あかちゃん,아기,Genki Genki_Ln.21 JLPT JLPT_N4,s09]7w9[]D
浅い,あさい,옅다,JLPT JLPT_N4,Bq97rav-&k
嘘,うそ,공갈,JLPT JLPT_N4,dDVZZUX$0%
小説,しょうせつ,소설,Genki Genki_Ln.20 JLPT JLPT_N4,k;Wm8^zP:1
親,おや,부모,Genki Genki_Ln.16 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,EM~YxWr$Fw
それに,それに,그것도,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,q*Vh;RO@9L
西洋,せいよう,"서구, 서양",JLPT JLPT_N4,CYHizo6/]:
思う,おもう,"생각하다, 느끼다",Genki Genki_Ln.8 JLPT JLPT_N4,bu>M]5SnGX
パート (タイム),パート (タイム),"파트타임, 시간제 근무",JLPT JLPT_N4,v_m4?zP2.9
時代,じだい,시대,JLPT JLPT_N4,L?Q&>175XG
申し上げる,もうしあげる,말씀드리다,JLPT JLPT_N4,GF+@f2CV$T
～式,～しき,식,JLPT JLPT_N4,"r&5Ybsff,l"
出席,しゅっせきする,출석,JLPT JLPT_N4,veUCYD:#[?
～家,～か,-가,JLPT JLPT_N4,jmL@^X(3xD
迎える,むかえる,맞다,JLPT JLPT_N4,c)r?fC@d`X
触る,さわる,만지다,JLPT JLPT_N4,EE}]!?vk-o
建て,～だて,"~층짜리, 별채",JLPT JLPT_N4,O;BgWj4xcP
社長,しゃちょう,사장님,Genki Genki_Ln.11 JLPT JLPT_N4,esu`;_q%~}
動物園,どうぶつえん,동물원,JLPT JLPT_N4,LA>0An]TpD
捕まえる,つかまえる,"잡다, 포착하다",JLPT JLPT_N4,"dxA,$K8Jjo"
季節,きせつ,계절,Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,"H-HO2,.Mf&"
寄る,よる,들르다,Genki Genki_Ln.19 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,wowQrA=!@I
決まる,きまる,잡히다,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,ftU/w6Rm9)
開く,ひらく,열다,JLPT JLPT_N4,EqW3}ML(%4
逃げる,にげる,달아나다,JLPT JLPT_N4,olt^H[(k%k
だから,だから,그러므로,Genki Genki_Ln.4 JLPT JLPT_N4,"l,%/>C{Y}S"
残念,ざんねん,유감,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,u8P;}KnN>M
畳,たたみ,다다미,JLPT JLPT_N4,K6&+!%&]%g
丁寧,ていねい,공손하다,JLPT JLPT_N4,y#[3yo1.4|
地理,ちり,지리,JLPT JLPT_N4,L>P&NZL8Ln
さっき,さっき,아까,Genki Genki_Ln.4 JLPT JLPT_N4,K6.[:IAM|.
怖い,こわい,무섭다,Genki Genki_Ln.5 JLPT JLPT_N4,oO+f.U&hT(
包む,つつむ,휩싸다,Genki Genki_Ln.21 JLPT JLPT_N4,j.kjH)CP:g
なるべく,なるべく,"가급적, 되는대로",Intermediate_Japanese_Ln.3 JLPT JLPT_N4,N|K[$y_r^[
無理,むり,무리한,JLPT JLPT_N4,i]oOmAHlg9
サンドイッチ,サンドイッチ,샌드위치,JLPT JLPT_N4,"Lah$0,$FHs"
会議室,かいぎしつ,회의실,JLPT JLPT_N4,oxHUFdCY;/
品物,しなもの,물건,JLPT JLPT_N4,kiGyZq*rIU
人形,にんぎょう,인형,JLPT JLPT_N4,vPlJ&v75[Q
利用,りよう,이용,JLPT JLPT_N4,Rh@8N~e0eQ
飾る,かざる,꾸미다,JLPT JLPT_N4,"OaqvYHn98,"
止める,とめる,그치다,JLPT JLPT_N4,uL2<QDM;W:
恥ずかしい,はずかしい,"창피스럽다, 창피하다",Genki Genki_Ln.18 JLPT JLPT_N4,e$Mth*I+Cg
いくら～ても,いくら～ても,아무리 ~해도,JLPT JLPT_N4,I]og(vfh}t
用事,ようじ,"볼일, 용건",Genki Genki_Ln.12 JLPT JLPT_N4,p$RznpfpCY
ビル,ビル,빌딩,JLPT JLPT_N4,H[!Yph0[mz
けんかする,けんかする,싸우다,JLPT JLPT_N4,Oc14`ELpiF
頑張る,がんばる,뛰다,Genki Genki_Ln.13 JLPT JLPT_N4,Mz@9d9PizL
投げる,なげる,던지다,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,"A%8%S+mN,O"
故障,こしょうする,고장,JLPT JLPT_N4,mP~NCidGL7
力,ちから,힘,JLPT JLPT_N4,t<Fy!4ZXqc
受ける,うける,받다,JLPT JLPT_N4,d#N;{6r~iD
気分,きぶん,"마음, 맘",JLPT JLPT_N4,GJl$1:;vCi
間違える,まちがえる,실수하다,Genki Genki_Ln.21 JLPT JLPT_N4,Q5b~VM7IRc
そんな,そんな,그만,JLPT JLPT_N4,ei/O3MuiLE
星,ほし,별,JLPT JLPT_N4,h=LT];WutA
場合,ばあい,때,JLPT JLPT_N4,qV-2<HJ$$5
やっと,やっと,그제야,JLPT JLPT_N4,Qf-Nk|9F8D
足りる,たりる,충분하다,Genki Genki_Ln.17 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,tSHDO2cb1M
行う,おこなう,행하다,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,kSwpIk>RTo
ぶどう,ぶどう,포도,JLPT JLPT_N4,qtf+q-Z+n]
無くなる,なくなる,죽다,JLPT JLPT_N4,QEFsGzu!|/
準備,じゅんびする,준비하다,JLPT JLPT_N4,h&P$N~U6-[
世界,せかい,세계,Genki Genki_Ln.10 JLPT JLPT_N4,e<Tae_jQo4
住所,じゅうしょ,주소,JLPT JLPT_N4,fPoS$h^c(u
再来月,さらいげつ,다다음 달,JLPT JLPT_N4,Zux^JW=t?
林,はやし,수풀,JLPT JLPT_N4,@LWUXw-^>
倍,ばい,"갑절, 곱",JLPT JLPT_N4,k.0mCWDs+|
痩せる,やせる,빠지다,Genki Genki_Ln.7 JLPT JLPT_N4,A[Q-]LV0S:
線,せん,"금, 라인",JLPT JLPT_N4,dK0yR1DBK`
戦争,せんそう,전쟁,JLPT JLPT_N4,l@;Cq/&#91
決める,きめる,정하다,Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,p(qb/m`R:b
調べる,しらべる,찾아보다,JLPT JLPT_N4,Ov6y=mBwgM
寝坊,ねぼう,늦잠,JLPT JLPT_N4,B(>pXN{@@q
パパ,パパ,아빠,JLPT JLPT_N4,v.-(XP=XJY
光る,ひかる,빛나다,JLPT JLPT_N4,xp|/7BLK40
夫,おっと,남편,JLPT JLPT_N4,zDF$wWIUs8
雲,くも,구름,JLPT JLPT_N4,"C3Z1{X<H,4"
坂,さか,"고개, 비탈",JLPT JLPT_N4,fMGrCf7XcB
～(て) しまう,～(て) しまう,"~해 버리다, ~하고 말다",JLPT JLPT_N4,us+Z5ns><g
飛行場,ひこうじょう,비행장,JLPT JLPT_N4,A2O=3b{hXI
柔道,じゅうどう,유도,JLPT JLPT_N4,d[2qz9jnc7
決して,けっして,결코,JLPT JLPT_N4,Kd9N)Izj!4
事務所,じむしょ,사무소,JLPT JLPT_N4,wxgf%k:fc2
連絡,れんらく,연락,JLPT JLPT_N4,"v[($g<|S,F"
小学校,しょうがっこう,국민학교,Genki Genki_Ln.23 JLPT JLPT_N4,f^*MMB(l>o
客,きゃく,손님,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,xF)V^}awc{
昔,むかし,옛날,Genki Genki_Ln.21 JLPT JLPT_N4,hUjfJU~9){
美しい,うつくしい,아름답다,JLPT JLPT_N4,OB^[>@2T05
捨てる,すてる,버리다,Genki Genki_Ln.15 JLPT JLPT_N4,G;1IJzl`jC
なさる,なさる,하시다,Genki Genki_Ln.19 JLPT JLPT_N4,zj*av$=2pO
事,こと,일,Genki Genki_Ln.21 JLPT JLPT_N4,ca&G<Ve~Nx
どんどん,どんどん,"확확, 쭉쭉",JLPT JLPT_N4,q0h/etzyxE
試合,しあい,시합,Genki Genki_Ln.12 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,Hv/PI<4cqa
適当,てきとう,적당; 적당한,JLPT JLPT_N4,HX3el]3jvP
素晴らしい,すばらしい,훌륭하다,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,Mq|7Xt}rKi
美術館,びじゅつかん,미술관,Genki Genki_Ln.11 JLPT JLPT_N4,Lovq=LkX$G
文法,ぶんぽう,문법,Genki Genki_Ln.13 JLPT JLPT_N4,"h2m8,%coR8"
終わり,おわり,끝,JLPT JLPT_N4,j1fvX?gG0M
壁,かべ,벽,JLPT JLPT_N4,um!T&Q*O[?
一度,いちど,한번,JLPT JLPT_N4,z3&2cN)6^e
お礼,おれい,선물,Genki Genki_Ln.19 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,IzFCHK5nu1
親切,しんせつ,친절,JLPT JLPT_N4,lZWRz?K3ET
知らせる,しらせる,기별하다,JLPT JLPT_N4,mORr*vy|g/
歯医者,はいしゃ,치과의사,JLPT JLPT_N4,"<G@n,w<8p"
熱心,ねっしん,열심; 열심인,JLPT JLPT_N4,bLrU`I|/*{
始める,はじめる,시작하다,Genki Genki_Ln.8 JLPT JLPT_N4,"g,>$G?*/Q&"
もらう,もらう,타다,JLPT JLPT_N4,MhXS3i[O39
泣く,なく,울다,Genki Genki_Ln.13 JLPT JLPT_N4,wS:0`lVju$
治る,なおる,"가라앉다, 갈앉다",JLPT JLPT_N4,J-V8gKft=&
熱,ねつ,"신열, 열",Intermediate_Japanese_Ln.3 JLPT JLPT_N4,D9dKTYQi:O
お祭り,おまつり,축제,JLPT JLPT_N4,n=i-:`LzjX
水道,すいどう,수도,JLPT JLPT_N4,FV`Tc-%-nK
匂い,におい,냄새,JLPT JLPT_N4,P&q^w6d0fO
ベル,ベル,"방울, 벨",JLPT JLPT_N4,D!1f]e)iSX
赤ん坊,あかんぼう,아기,JLPT JLPT_N4,I>S)eTr_]B
おかしい,おかしい,이상하다,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,O9;m#]XEB2
事故,じこ,사고,JLPT JLPT_N4,K(yw!r=B:1
変,へん,이상한,JLPT JLPT_N4,e/SMd06F!x
辞典,じてん,사전,JLPT JLPT_N4,brNC9/_sI`
残る,のこる,남다,JLPT JLPT_N4,INR^BBo=#J
立てる,たてる,세우다,JLPT JLPT_N4,O9fk.~k_.E
くれる,くれる,달다,JLPT JLPT_N4,hSC5|:)aVz
～員,～いん,-원,JLPT JLPT_N4,QHO%z16SSs
原因,げんいん,원인,JLPT JLPT_N4,y8<@Y+?o6j
驚く,おどろく,놀라다,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,qBeaklesW+
いただく,頂く,"(머리에) 이다, 얹다; (겸양어) 먹다, 받다",Genki Genki_Ln.20 JLPT JLPT_N4,J*KGnzk|Z2
祖母,そぼ,조모,JLPT JLPT_N4,x!LCLRW]y2
場所,ばしょ,처소,Genki Genki_Ln.23 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,qw3.O}/lOC
答,こたえ,"대답, 응답",JLPT JLPT_N4,xmTYLgV-T_
もちろん,もちろん,그럼,Genki Genki_Ln.7 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,"m8,NutV2dG"
漬ける,つける,"담그다, 절이다",JLPT JLPT_N4,h!i?H{d*F@
受付,うけつけ,접수,Genki Genki_Ln.22 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,"uraaf1,;7Q"
内,うち,안,JLPT JLPT_N4,G1H0$T!7Vl
スクリーン,スクリーン,스크린,JLPT JLPT_N4,"L/njBN,iH6"
増える,ふえる,"퍼지다, 늘다",JLPT JLPT_N4,QW.w#0qn}8
または,または,또는,JLPT JLPT_N4,J-^^Uw<Tl~
けがする,けがする,다치다,JLPT JLPT_N4,NP:|wpXW(M
以下,いか,이하,JLPT JLPT_N4,DS5y_+4p`Y
選ぶ,えらぶ,택하다,Genki Genki_Ln.17 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,Jo*`4U5e.W
～ばかり,～ばかり,갓,JLPT JLPT_N4,vbW68h-IIc
心,こころ,"마음, 정신",JLPT JLPT_N4,Fkhe%Dz2nb
～だす,～だす,"내다, 꺼내다; 내밀다",JLPT JLPT_N4,B+=k~owmr!
サラダ,サラダ,샐러드,JLPT JLPT_N4,J3A=]P#ec<
届ける,とどける,전하다,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,tA&cXA55C=
挨拶,あいさつする,인사,JLPT JLPT_N4,h|NjvFq!b]
景色,けしき,경관,JLPT JLPT_N4,Cd#u9/v:Pu
確か,たしか,틀림없이,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,v&7%T>e{{z
ステーキ,ステーキ,스테이크,JLPT JLPT_N4,K0B$/YQ?Op
食料品,しょくりょうひん,식료품,JLPT JLPT_N4,kg/Pg!K6&w
森,もり,숲,JLPT JLPT_N4,mJkKf?UAUT
以内,いない,이내,JLPT JLPT_N4,EyK>c0C[$K
予定,よてい,예정,Genki Genki_Ln.15 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,I$<#IwHCvW
オーバー,オーバー,외투; 초과; 과장,JLPT JLPT_N4,umd4AX=/RI
乾く,かわく,마르다,JLPT JLPT_N4,s+Ju<mmF]C
石,いし,돌,JLPT JLPT_N4,gg2=(OnQKh
思い出す,おもいだす,기억나다,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,O?8pX)Ooz*
踊る,おどる,춤추다,Genki Genki_Ln.9 JLPT JLPT_N4,LnHUFv$!`;
細かい,こまかい,잘다,JLPT JLPT_N4,PrWma5VeE[
塗る,ぬる,"칠하다, 바르다",JLPT JLPT_N4,gb*{+)EK`F
ご主人,ごしゅじん,"바깥양반, 사부님",Genki Genki_Ln.14 JLPT JLPT_N4,"Gb,y/-3SAS"
珍しい,めずらしい,희귀하다,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,LG3n^a@XAC
用,よう,"볼일, 용건",Intermediate_Japanese_Ln.9 JLPT JLPT_N4,CvxvGX`|/>
公務員,こうむいん,공복,JLPT JLPT_N4,p;42%b%y:T
お嬢さん,おじょうさん,따님,Genki Genki_Ln.22 JLPT JLPT_N4,Ee+d{e?WRj
用意,ようい,준비,JLPT JLPT_N4,"PJ%Q,E{$_L"
探す,さがす,찾다,Genki Genki_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,h4(YO`o85t
形,かたち,꼴,JLPT JLPT_N4,f7_i%J0-/Y
運転,うんてんする,운전,JLPT JLPT_N4,r!zv#R0ur*
すっかり,すっかり,말짱,JLPT JLPT_N4,nV=]]BK.9=
アナウンサー,アナウンサー,아나운서,JLPT JLPT_N4,oG?shn0:uO
お土産,おみやげ,기념품,Genki Genki_Ln.4 JLPT JLPT_N4,IKS:}hgF8q
消しゴム,けしゴム,지우개,JLPT JLPT_N4,"gW^biR[nM,"
旅館,りょかん,여관,Genki Genki_Ln.15 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Ke`aN1|5T#
海岸,かいがん,"해안, 해안가",JLPT JLPT_N4,O1]Ne=Q0*.
寂しい,さびしい,고적하다,Genki Genki_Ln.9 JLPT JLPT_N4,pi{)YOFX|t
火,ひ,불,JLPT JLPT_N4,gjC}:7>!AJ
育てる,そだてる,기르다,Genki Genki_Ln.22 JLPT JLPT_N4,r6b~+z#uh_
味噌,みそ,된장,JLPT JLPT_N4,FzA7odIzvp
お祝い,おいわい,선물,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,sQaWTq!hP`
乗り物,のりもの,탈것,JLPT JLPT_N4,i9[ZI9WM}X
案内,あんないする,안내,JLPT JLPT_N4,DO_nJ<yYaJ
通う,かよう,오가다,JLPT JLPT_N4,D<g$_r(YBs
連れる,つれる,이끌다,JLPT JLPT_N4,J&sg+H>0p_
技術,ぎじゅつ,기술,JLPT JLPT_N4,PCC!&zGiCY
小鳥,ことり,작은 새,JLPT JLPT_N4,G|$muceS&O
下宿,げしゅく,하숙,JLPT JLPT_N4,"bmjB!,8T=p"
ジャム,ジャム,잼,JLPT JLPT_N4,D@h7*f7p?d
招待,しょうたいする,초대,JLPT JLPT_N4,c$Y~;QF){;
鏡,かがみ,거울,JLPT JLPT_N4,v%J5x[E:;(
はず,はず,(당연히 그렇게 되어야 함을 나타냄) ...할 터. ...일 것,JLPT JLPT_N4,Jg5{R&fxyH
法律,ほうりつ,법률,JLPT JLPT_N4,O9|FD5Fq3.
進む,すすむ,나아가다,JLPT JLPT_N4,b6Re}g0};8
楽む,たのしむ,즐기다,JLPT JLPT_N4,iCe:{Xn-6L
貿易,ぼうえき,무역,JLPT JLPT_N4,bc9Yp10YbE
反対,はんたい,반대,JLPT JLPT_N4,KY]P)[osSM
おる,おる,있다; ~하고 있다(겸양 표현),Genki Genki_Ln.20 JLPT JLPT_N4,Adc_Jds{te
申す,もうす,말하다,Genki Genki_Ln.20 JLPT JLPT_N4,e<WJ-6`NVb
試験,しけん,시험,Genki Genki_Ln.9 JLPT JLPT_N4,bUCd_5rR^-
真面目,まじめ,부지런,JLPT JLPT_N4,xK*F{fx?.z
ごらんになる,,보시다,Genki Genki_Ln.19 JLPT JLPT_N4,k(j]!OR1gM
店員,てんいん,점원,Intermediate_Japanese_Ln.6 JLPT JLPT_N4,GeFU%up;F{
泊まる,とまる,머물다,JLPT JLPT_N4,IbHq#Ubd>&
よろしい,よろしい,"좋다, 괜찮다(격식 있는 표현)",JLPT JLPT_N4,Ah<}g#ysAC
今夜,こんや,오늘밤,JLPT JLPT_N4,qWO]e*;%U}
おつり,おつり,잔돈,JLPT JLPT_N4,wx#vXTnj!Z
チェックする,チェックする,"확인하다, 점검하다",JLPT JLPT_N4,o%*Ndg~YHB
会話,かいわ,"회화, 얘기",JLPT JLPT_N4,dD;CvmzQ9b
空気,くうき,기운,Genki Genki_Ln.8 JLPT JLPT_N4,C)1Z!^eB^|
交通,こうつう,교통,JLPT JLPT_N4,AyJ>}k*DyK
ワープロ,ワープロ,워드 프로세서,JLPT JLPT_N4,!Qc[fI`%{
喜ぶ,よろこぶ,반기다,JLPT JLPT_N4,DF7Py?yTD[
急行,きゅうこう,급행,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,t]K/5%].:3
皆,みな,모두,JLPT JLPT_N4,r56e/uzKVH
味,あじ,맛,JLPT JLPT_N4,B]?q9zUNzO
空港,くうこう,공항,Genki Genki_Ln.20 JLPT JLPT_N4,Qgx/]mMiIj
手袋,てぶくろ,장갑,Genki Genki_Ln.10 JLPT JLPT_N4,LM6P1@!I~2
校長,こうちょう,"교장, 학교장",JLPT JLPT_N4,eI/Ghjq;7/
ごちそう,ごちそう,손님을 접대함.; 진수성찬,JLPT JLPT_N4,D/ibPniDYT
踊り,おどり,춤,JLPT JLPT_N4,J=*Z|>n+QR
興味,きょうみ,취미,JLPT JLPT_N4,DIyl0xA#)2
引っ越す,ひっこす,이사하다,JLPT JLPT_N4,EGeSfwOFZ.
冷房,れいぼう,냉방,JLPT JLPT_N4,stZHJs{qvP
都合,つごう,"사정, 일",JLPT JLPT_N4,b;szYJp1~0
遠慮,えんりょする,"사양, 자제; 삼가다, 자제하다",JLPT JLPT_N4,uqPUmCD*1n
亡くなる,なくなる,가다,JLPT JLPT_N4,Iq_q:mI=}n
科学,かがく,과학,Genki Genki_Ln.1 JLPT JLPT_N4,gWOi-(wW;M
はっきり,はっきり,똑똑히,JLPT JLPT_N4,soMm6B)m]t
差し上げる,さしあげる,드리다(겸양어),Genki Genki_Ln.20 JLPT JLPT_N4,zkSrvJWm{I
気持ち,きもち,"마음, 맘",JLPT JLPT_N4,P!ajdoiyb.
祖父,そふ,조부,JLPT JLPT_N4,ytyAfRG*6x
港,みなと,항구,JLPT JLPT_N4,sHl5)cnUcM
予約,よやく,예약,Genki Genki_Ln.10 JLPT JLPT_N4,rSce1JPbkI
凄い,すごい,기똥차다,JLPT JLPT_N4,P~)7jIfH{m
